log_id,customer_id,usedate
L00000049056951,AS240190,2018-06-21
L00000049056952,AS251169,2018-06-21
L00000049056953,AS282618,2018-06-21
L00000049056954,AS288569,2018-06-21
L00000049056955,AS342526,2018-06-21
L00000049056956,AS353422,2018-06-21
L00000049056957,AS356812,2018-06-21
L00000049056958,AS359364,2018-06-21
L00000049056959,AS390441,2018-06-21
L00000049056960,AS404195,2018-06-21
L00000049056961,AS418314,2018-06-21
L00000049056962,AS436928,2018-06-21
L00000049056963,AS453084,2018-06-21
L00000049056964,AS466656,2018-06-21
L00000049056965,AS470817,2018-06-21
L00000049056966,AS475839,2018-06-21
L00000049056967,AS494168,2018-06-21
L00000049056968,AS495117,2018-06-21
L00000049056969,AS499352,2018-06-21
L00000049056970,AS515526,2018-06-21
L00000049056971,AS516140,2018-06-21
L00000049056972,AS548544,2018-06-21
L00000049056973,AS580776,2018-06-21
L00000049056974,AS581751,2018-06-21
L00000049056975,AS582607,2018-06-21
L00000049056976,AS609865,2018-06-21
L00000049056977,AS614406,2018-06-21
L00000049056978,AS642796,2018-06-21
L00000049056979,AS648913,2018-06-21
L00000049056980,AS662285,2018-06-21
L00000049056981,AS680056,2018-06-21
L00000049056982,AS693220,2018-06-21
L00000049056983,AS706877,2018-06-21
L00000049056984,AS744154,2018-06-21
L00000049056985,AS771185,2018-06-21
L00000049056986,AS772036,2018-06-21
L00000049056987,AS776002,2018-06-21
L00000049056988,AS799981,2018-06-21
L00000049056989,AS811755,2018-06-21
L00000049056990,AS814944,2018-06-21
L00000049056991,AS818410,2018-06-21
L00000049056992,AS820169,2018-06-21
L00000049056993,AS823436,2018-06-21
L00000049056994,AS826583,2018-06-21
L00000049056995,AS834706,2018-06-21
L00000049056996,AS857207,2018-06-21
L00000049056997,AS860362,2018-06-21
L00000049056998,AS873051,2018-06-21
L00000049056999,AS875048,2018-06-21
L00000049057000,AS879331,2018-06-21
L00000049057001,AS918302,2018-06-21
L00000049057002,AS945488,2018-06-21
L00000049057003,AS961301,2018-06-21
L00000049057004,GD004422,2018-06-21
L00000049057005,GD025393,2018-06-21
L00000049057006,GD045563,2018-06-21
L00000049057007,GD099906,2018-06-21
L00000049057008,GD121535,2018-06-21
L00000049057009,GD141355,2018-06-21
L00000049057010,GD172600,2018-06-21
L00000049057011,GD182990,2018-06-21
L00000049057012,GD206745,2018-06-21
L00000049057013,GD210507,2018-06-21
L00000049057014,GD214739,2018-06-21
L00000049057015,GD235669,2018-06-21
L00000049057016,GD258009,2018-06-21
L00000049057017,GD296025,2018-06-21
L00000049057018,GD311895,2018-06-21
L00000049057019,GD314208,2018-06-21
L00000049057020,GD316791,2018-06-21
L00000049057021,GD318523,2018-06-21
L00000049057022,GD323300,2018-06-21
L00000049057023,GD350549,2018-06-21
L00000049057024,GD372798,2018-06-21
L00000049057025,GD376049,2018-06-21
L00000049057026,GD387236,2018-06-21
L00000049057027,GD401034,2018-06-21
L00000049057028,GD401728,2018-06-21
L00000049057029,GD413362,2018-06-21
L00000049057030,GD434239,2018-06-21
L00000049057031,GD462507,2018-06-21
L00000049057032,GD477802,2018-06-21
L00000049057033,GD518115,2018-06-21
L00000049057034,GD555235,2018-06-21
L00000049057035,GD563129,2018-06-21
L00000049057036,GD563242,2018-06-21
L00000049057037,GD575423,2018-06-21
L00000049057038,GD585679,2018-06-21
L00000049057039,GD587474,2018-06-21
L00000049057040,GD622254,2018-06-21
L00000049057041,GD639344,2018-06-21
L00000049057042,GD639619,2018-06-21
L00000049057043,GD659982,2018-06-21
L00000049057044,GD700354,2018-06-21
L00000049057045,GD700613,2018-06-21
L00000049057046,GD701512,2018-06-21
L00000049057047,GD705390,2018-06-21
L00000049057048,GD706415,2018-06-21
L00000049057049,GD716223,2018-06-21
L00000049057050,GD719026,2018-06-21
L00000049057051,GD719151,2018-06-21
L00000049057052,GD728611,2018-06-21
L00000049057053,GD749335,2018-06-21
L00000049057054,GD766769,2018-06-21
L00000049057055,GD781025,2018-06-21
L00000049057056,GD788422,2018-06-21
L00000049057057,GD807513,2018-06-21
L00000049057058,GD807714,2018-06-21
L00000049057059,GD843057,2018-06-21
L00000049057060,GD843695,2018-06-21
L00000049057061,GD852474,2018-06-21
L00000049057062,GD856484,2018-06-21
L00000049057063,GD866704,2018-06-21
L00000049057064,GD869667,2018-06-21
L00000049057065,GD885447,2018-06-21
L00000049057066,GD892565,2018-06-21
L00000049057067,GD893916,2018-06-21
L00000049057068,GD900956,2018-06-21
L00000049057069,GD915723,2018-06-21
L00000049057070,GD991319,2018-06-21
L00000049057071,GD998772,2018-06-21
L00000049057072,HD000022,2018-06-21
L00000049057073,HD014166,2018-06-21
L00000049057074,HD019297,2018-06-21
L00000049057075,HD020326,2018-06-21
L00000049057076,HD024127,2018-06-21
L00000049057077,HD024506,2018-06-21
L00000049057078,HD048025,2018-06-21
L00000049057079,HD052466,2018-06-21
L00000049057080,HD053694,2018-06-21
L00000049057081,HD055368,2018-06-21
L00000049057082,HD056820,2018-06-21
L00000049057083,HD068817,2018-06-21
L00000049057084,HD069512,2018-06-21
L00000049057085,HD070115,2018-06-21
L00000049057086,HD074397,2018-06-21
L00000049057087,HD095957,2018-06-21
L00000049057088,HD112851,2018-06-21
L00000049057089,HD113386,2018-06-21
L00000049057090,HD124700,2018-06-21
L00000049057091,HD137947,2018-06-21
L00000049057092,HD192887,2018-06-21
L00000049057093,HD214175,2018-06-21
L00000049057094,HD218970,2018-06-21
L00000049057095,HD263348,2018-06-21
L00000049057096,HD315748,2018-06-21
L00000049057097,HD333051,2018-06-21
L00000049057098,HD348931,2018-06-21
L00000049057099,HD369528,2018-06-21
L00000049057100,HD378274,2018-06-21
L00000049057101,HD410257,2018-06-21
L00000049057102,HD426886,2018-06-21
L00000049057103,HD437482,2018-06-21
L00000049057104,HD460027,2018-06-21
L00000049057105,HD472052,2018-06-21
L00000049057106,HD476406,2018-06-21
L00000049057107,HD477288,2018-06-21
L00000049057108,HD484088,2018-06-21
L00000049057109,HD487220,2018-06-21
L00000049057110,HD487840,2018-06-21
L00000049057111,HD493357,2018-06-21
L00000049057112,HD509061,2018-06-21
L00000049057113,HD523855,2018-06-21
L00000049057114,HD530464,2018-06-21
L00000049057115,HD552859,2018-06-21
L00000049057116,HD631824,2018-06-21
L00000049057117,HD640143,2018-06-21
L00000049057118,HD642174,2018-06-21
L00000049057119,HD651604,2018-06-21
L00000049057120,HD671982,2018-06-21
L00000049057121,HD692017,2018-06-21
L00000049057122,HD722956,2018-06-21
L00000049057123,HD727444,2018-06-21
L00000049057124,HD730447,2018-06-21
L00000049057125,HD736119,2018-06-21
L00000049057126,HD742096,2018-06-21
L00000049057127,HD743673,2018-06-21
L00000049057128,HD744684,2018-06-21
L00000049057129,HD745359,2018-06-21
L00000049057130,HD765436,2018-06-21
L00000049057131,HD802475,2018-06-21
L00000049057132,HD807553,2018-06-21
L00000049057133,HD812799,2018-06-21
L00000049057134,HD822643,2018-06-21
L00000049057135,HD824079,2018-06-21
L00000049057136,HD837482,2018-06-21
L00000049057137,HD845119,2018-06-21
L00000049057138,HD864300,2018-06-21
L00000049057139,HD875558,2018-06-21
L00000049057140,HD893022,2018-06-21
L00000049057141,HD903528,2018-06-21
L00000049057142,HD926451,2018-06-21
L00000049057143,HD982934,2018-06-21
L00000049057144,HD988129,2018-06-21
L00000049057145,HI003514,2018-06-21
L00000049057146,HI013029,2018-06-21
L00000049057147,HI014891,2018-06-21
L00000049057148,HI024535,2018-06-21
L00000049057149,HI084482,2018-06-21
L00000049057150,HI089467,2018-06-21
L00000049057151,HI099779,2018-06-21
L00000049057152,HI107999,2018-06-21
L00000049057153,HI109765,2018-06-21
L00000049057154,HI113055,2018-06-21
L00000049057155,HI140097,2018-06-21
L00000049057156,HI145167,2018-06-21
L00000049057157,HI161247,2018-06-21
L00000049057158,HI169357,2018-06-21
L00000049057159,HI173027,2018-06-21
L00000049057160,HI174281,2018-06-21
L00000049057161,HI183246,2018-06-21
L00000049057162,HI207536,2018-06-21
L00000049057163,HI214680,2018-06-21
L00000049057164,HI216412,2018-06-21
L00000049057165,HI235051,2018-06-21
L00000049057166,HI247770,2018-06-21
L00000049057167,HI302801,2018-06-21
L00000049057168,HI312309,2018-06-21
L00000049057169,HI322689,2018-06-21
L00000049057170,HI331377,2018-06-21
L00000049057171,HI340865,2018-06-21
L00000049057172,HI368031,2018-06-21
L00000049057173,HI372505,2018-06-21
L00000049057174,HI374524,2018-06-21
L00000049057175,HI378471,2018-06-21
L00000049057176,HI402688,2018-06-21
L00000049057177,HI415680,2018-06-21
L00000049057178,HI456699,2018-06-21
L00000049057179,HI466749,2018-06-21
L00000049057180,HI486531,2018-06-21
L00000049057181,HI492596,2018-06-21
L00000049057182,HI493527,2018-06-21
L00000049057183,HI494466,2018-06-21
L00000049057184,HI501814,2018-06-21
L00000049057185,HI511961,2018-06-21
L00000049057186,HI518408,2018-06-21
L00000049057187,HI555012,2018-06-21
L00000049057188,HI564909,2018-06-21
L00000049057189,HI576699,2018-06-21
L00000049057190,HI595550,2018-06-21
L00000049057191,HI599889,2018-06-21
L00000049057192,HI599892,2018-06-21
L00000049057193,HI630523,2018-06-21
L00000049057194,HI631124,2018-06-21
L00000049057195,HI635742,2018-06-21
L00000049057196,HI637811,2018-06-21
L00000049057197,HI643983,2018-06-21
L00000049057198,HI654756,2018-06-21
L00000049057199,HI657393,2018-06-21
L00000049057200,HI673538,2018-06-21
L00000049057201,HI698264,2018-06-21
L00000049057202,HI752359,2018-06-21
L00000049057203,HI778223,2018-06-21
L00000049057204,HI813166,2018-06-21
L00000049057205,HI844112,2018-06-21
L00000049057206,HI859532,2018-06-21
L00000049057207,HI866614,2018-06-21
L00000049057208,HI886725,2018-06-21
L00000049057209,HI893036,2018-06-21
L00000049057210,HI918101,2018-06-21
L00000049057211,HI981240,2018-06-21
L00000049057212,HI990855,2018-06-21
L00000049057213,HI994796,2018-06-21
L00000049057214,IK000432,2018-06-21
L00000049057215,IK003033,2018-06-21
L00000049057216,IK005076,2018-06-21
L00000049057217,IK010592,2018-06-21
L00000049057218,IK023975,2018-06-21
L00000049057219,IK031542,2018-06-21
L00000049057220,IK037674,2018-06-21
L00000049057221,IK040751,2018-06-21
L00000049057222,IK042838,2018-06-21
L00000049057223,IK044135,2018-06-21
L00000049057224,IK046372,2018-06-21
L00000049057225,IK066398,2018-06-21
L00000049057226,IK088722,2018-06-21
L00000049057227,IK102382,2018-06-21
L00000049057228,IK107909,2018-06-21
L00000049057229,IK109332,2018-06-21
L00000049057230,IK120435,2018-06-21
L00000049057231,IK149763,2018-06-21
L00000049057232,IK158306,2018-06-21
L00000049057233,IK171801,2018-06-21
L00000049057234,IK180880,2018-06-21
L00000049057235,IK195538,2018-06-21
L00000049057236,IK200910,2018-06-21
L00000049057237,IK205407,2018-06-21
L00000049057238,IK211207,2018-06-21
L00000049057239,IK242206,2018-06-21
L00000049057240,IK286521,2018-06-21
L00000049057241,IK315500,2018-06-21
L00000049057242,IK317256,2018-06-21
L00000049057243,IK320222,2018-06-21
L00000049057244,IK324758,2018-06-21
L00000049057245,IK331285,2018-06-21
L00000049057246,IK364005,2018-06-21
L00000049057247,IK373014,2018-06-21
L00000049057248,IK373678,2018-06-21
L00000049057249,IK387954,2018-06-21
L00000049057250,IK395179,2018-06-21
L00000049057251,IK396673,2018-06-21
L00000049057252,IK431402,2018-06-21
L00000049057253,IK433428,2018-06-21
L00000049057254,IK461350,2018-06-21
L00000049057255,IK461411,2018-06-21
L00000049057256,IK478859,2018-06-21
L00000049057257,IK480015,2018-06-21
L00000049057258,IK510241,2018-06-21
L00000049057259,IK525000,2018-06-21
L00000049057260,IK529990,2018-06-21
L00000049057261,IK534014,2018-06-21
L00000049057262,IK540492,2018-06-21
L00000049057263,IK552971,2018-06-21
L00000049057264,IK584998,2018-06-21
L00000049057265,IK586219,2018-06-21
L00000049057266,IK593766,2018-06-21
L00000049057267,IK620970,2018-06-21
L00000049057268,IK653458,2018-06-21
L00000049057269,IK657837,2018-06-21
L00000049057270,IK676041,2018-06-21
L00000049057271,IK683711,2018-06-21
L00000049057272,IK697935,2018-06-21
L00000049057273,IK736758,2018-06-21
L00000049057274,IK749861,2018-06-21
L00000049057275,IK755601,2018-06-21
L00000049057276,IK761183,2018-06-21
L00000049057277,IK770101,2018-06-21
L00000049057278,IK777885,2018-06-21
L00000049057279,IK809167,2018-06-21
L00000049057280,IK844882,2018-06-21
L00000049057281,IK850378,2018-06-21
L00000049057282,IK853780,2018-06-21
L00000049057283,IK862574,2018-06-21
L00000049057284,IK865460,2018-06-21
L00000049057285,IK871588,2018-06-21
L00000049057286,IK871961,2018-06-21
L00000049057287,IK929378,2018-06-21
L00000049057288,IK972922,2018-06-21
L00000049057289,IK983460,2018-06-21
L00000049057290,IK988092,2018-06-21
L00000049057291,OA003684,2018-06-21
L00000049057292,OA018910,2018-06-21
L00000049057293,OA023562,2018-06-21
L00000049057294,OA032400,2018-06-21
L00000049057295,OA057953,2018-06-21
L00000049057296,OA061841,2018-06-21
L00000049057297,OA098556,2018-06-21
L00000049057298,OA113186,2018-06-21
L00000049057299,OA115840,2018-06-21
L00000049057300,OA129078,2018-06-21
L00000049057301,OA131146,2018-06-21
L00000049057302,OA140594,2018-06-21
L00000049057303,OA192308,2018-06-21
L00000049057304,OA211420,2018-06-21
L00000049057305,OA214272,2018-06-21
L00000049057306,OA225531,2018-06-21
L00000049057307,OA233706,2018-06-21
L00000049057308,OA250792,2018-06-21
L00000049057309,OA263631,2018-06-21
L00000049057310,OA266742,2018-06-21
L00000049057311,OA283367,2018-06-21
L00000049057312,OA290803,2018-06-21
L00000049057313,OA308827,2018-06-21
L00000049057314,OA309947,2018-06-21
L00000049057315,OA316605,2018-06-21
L00000049057316,OA327340,2018-06-21
L00000049057317,OA362502,2018-06-21
L00000049057318,OA375487,2018-06-21
L00000049057319,OA398636,2018-06-21
L00000049057320,OA401352,2018-06-21
L00000049057321,OA410852,2018-06-21
L00000049057322,OA441851,2018-06-21
L00000049057323,OA443238,2018-06-21
L00000049057324,OA451950,2018-06-21
L00000049057325,OA459530,2018-06-21
L00000049057326,OA471356,2018-06-21
L00000049057327,OA476099,2018-06-21
L00000049057328,OA492747,2018-06-21
L00000049057329,OA501813,2018-06-21
L00000049057330,OA510981,2018-06-21
L00000049057331,OA554076,2018-06-21
L00000049057332,OA577082,2018-06-21
L00000049057333,OA578672,2018-06-21
L00000049057334,OA584488,2018-06-21
L00000049057335,OA594481,2018-06-21
L00000049057336,OA599080,2018-06-21
L00000049057337,OA602923,2018-06-21
L00000049057338,OA614379,2018-06-21
L00000049057339,OA620655,2018-06-21
L00000049057340,OA628170,2018-06-21
L00000049057341,OA642994,2018-06-21
L00000049057342,OA694885,2018-06-21
L00000049057343,OA698422,2018-06-21
L00000049057344,OA701687,2018-06-21
L00000049057345,OA710903,2018-06-21
L00000049057346,OA719899,2018-06-21
L00000049057347,OA761455,2018-06-21
L00000049057348,OA781562,2018-06-21
L00000049057349,OA797088,2018-06-21
L00000049057350,OA818666,2018-06-21
L00000049057351,OA823412,2018-06-21
L00000049057352,OA831535,2018-06-21
L00000049057353,OA862614,2018-06-21
L00000049057354,OA871608,2018-06-21
L00000049057355,OA886918,2018-06-21
L00000049057356,OA896685,2018-06-21
L00000049057357,OA912932,2018-06-21
L00000049057358,OA940460,2018-06-21
L00000049057359,OA983554,2018-06-21
L00000049057360,OA999412,2018-06-21
L00000049057361,PL003692,2018-06-21
L00000049057362,PL013000,2018-06-21
L00000049057363,PL020585,2018-06-21
L00000049057364,PL031436,2018-06-21
L00000049057365,PL049278,2018-06-21
L00000049057366,PL074136,2018-06-21
L00000049057367,PL085479,2018-06-21
L00000049057368,PL089782,2018-06-21
L00000049057369,PL113746,2018-06-21
L00000049057370,PL150080,2018-06-21
L00000049057371,PL163921,2018-06-21
L00000049057372,PL188904,2018-06-21
L00000049057373,PL210567,2018-06-21
L00000049057374,PL214225,2018-06-21
L00000049057375,PL214920,2018-06-21
L00000049057376,PL249372,2018-06-21
L00000049057377,PL251182,2018-06-21
L00000049057378,PL256725,2018-06-21
L00000049057379,PL294980,2018-06-21
L00000049057380,PL300201,2018-06-21
L00000049057381,PL302409,2018-06-21
L00000049057382,PL302535,2018-06-21
L00000049057383,PL303162,2018-06-21
L00000049057384,PL323691,2018-06-21
L00000049057385,PL325020,2018-06-21
L00000049057386,PL329312,2018-06-21
L00000049057387,PL339883,2018-06-21
L00000049057388,PL340906,2018-06-21
L00000049057389,PL392913,2018-06-21
L00000049057390,PL407755,2018-06-21
L00000049057391,PL409655,2018-06-21
L00000049057392,PL430333,2018-06-21
L00000049057393,PL535994,2018-06-21
L00000049057394,PL541970,2018-06-21
L00000049057395,PL549629,2018-06-21
L00000049057396,PL558375,2018-06-21
L00000049057397,PL560620,2018-06-21
L00000049057398,PL571624,2018-06-21
L00000049057399,PL572723,2018-06-21
L00000049057400,PL573375,2018-06-21
L00000049057401,PL577070,2018-06-21
L00000049057402,PL624566,2018-06-21
L00000049057403,PL634236,2018-06-21
L00000049057404,PL635475,2018-06-21
L00000049057405,PL649138,2018-06-21
L00000049057406,PL659401,2018-06-21
L00000049057407,PL705609,2018-06-21
L00000049057408,PL731207,2018-06-21
L00000049057409,PL746077,2018-06-21
L00000049057410,PL754630,2018-06-21
L00000049057411,PL783702,2018-06-21
L00000049057412,PL787344,2018-06-21
L00000049057413,PL790086,2018-06-21
L00000049057414,PL821971,2018-06-21
L00000049057415,PL823122,2018-06-21
L00000049057416,PL866469,2018-06-21
L00000049057417,PL876696,2018-06-21
L00000049057418,PL877142,2018-06-21
L00000049057419,PL886444,2018-06-21
L00000049057420,PL893427,2018-06-21
L00000049057421,PL907455,2018-06-21
L00000049057422,PL923434,2018-06-21
L00000049057423,PL928334,2018-06-21
L00000049057424,PL942936,2018-06-21
L00000049057425,PL946134,2018-06-21
L00000049057426,PL959416,2018-06-21
L00000049057427,PL964421,2018-06-21
L00000049057428,PL966052,2018-06-21
L00000049057429,PL966722,2018-06-21
L00000049057430,PL971781,2018-06-21
L00000049057431,PL982189,2018-06-21
L00000049057432,PL987832,2018-06-21
L00000049057433,PL988813,2018-06-21
L00000049057434,PL990087,2018-06-21
L00000049057435,TS019328,2018-06-21
L00000049057436,TS032043,2018-06-21
L00000049057437,TS044469,2018-06-21
L00000049057438,TS059971,2018-06-21
L00000049057439,TS063530,2018-06-21
L00000049057440,TS076452,2018-06-21
L00000049057441,TS099672,2018-06-21
L00000049057442,TS117409,2018-06-21
L00000049057443,TS124176,2018-06-21
L00000049057444,TS124443,2018-06-21
L00000049057445,TS134180,2018-06-21
L00000049057446,TS159187,2018-06-21
L00000049057447,TS165036,2018-06-21
L00000049057448,TS166191,2018-06-21
L00000049057449,TS173314,2018-06-21
L00000049057450,TS186877,2018-06-21
L00000049057451,TS205006,2018-06-21
L00000049057452,TS217776,2018-06-21
L00000049057453,TS218627,2018-06-21
L00000049057454,TS228066,2018-06-21
L00000049057455,TS250479,2018-06-21
L00000049057456,TS277035,2018-06-21
L00000049057457,TS278201,2018-06-21
L00000049057458,TS283431,2018-06-21
L00000049057459,TS300891,2018-06-21
L00000049057460,TS310889,2018-06-21
L00000049057461,TS316311,2018-06-21
L00000049057462,TS324893,2018-06-21
L00000049057463,TS342811,2018-06-21
L00000049057464,TS345366,2018-06-21
L00000049057465,TS351797,2018-06-21
L00000049057466,TS357747,2018-06-21
L00000049057467,TS365803,2018-06-21
L00000049057468,TS381681,2018-06-21
L00000049057469,TS413023,2018-06-21
L00000049057470,TS427553,2018-06-21
L00000049057471,TS447283,2018-06-21
L00000049057472,TS476049,2018-06-21
L00000049057473,TS487207,2018-06-21
L00000049057474,TS493191,2018-06-21
L00000049057475,TS532933,2018-06-21
L00000049057476,TS571375,2018-06-21
L00000049057477,TS598952,2018-06-21
L00000049057478,TS600370,2018-06-21
L00000049057479,TS600511,2018-06-21
L00000049057480,TS637007,2018-06-21
L00000049057481,TS660166,2018-06-21
L00000049057482,TS675030,2018-06-21
L00000049057483,TS695571,2018-06-21
L00000049057484,TS703441,2018-06-21
L00000049057485,TS717160,2018-06-21
L00000049057486,TS721551,2018-06-21
L00000049057487,TS735605,2018-06-21
L00000049057488,TS736914,2018-06-21
L00000049057489,TS740757,2018-06-21
L00000049057490,TS744630,2018-06-21
L00000049057491,TS749639,2018-06-21
L00000049057492,TS761925,2018-06-21
L00000049057493,TS784450,2018-06-21
L00000049057494,TS794667,2018-06-21
L00000049057495,TS796460,2018-06-21
L00000049057496,TS797358,2018-06-21
L00000049057497,TS800913,2018-06-21
L00000049057498,TS808526,2018-06-21
L00000049057499,TS816344,2018-06-21
L00000049057500,TS837282,2018-06-21
L00000049057501,TS842808,2018-06-21
L00000049057502,TS853020,2018-06-21
L00000049057503,TS861244,2018-06-21
L00000049057504,TS871110,2018-06-21
L00000049057505,TS877962,2018-06-21
L00000049057506,TS886985,2018-06-21
L00000049057507,TS894938,2018-06-21
L00000049057508,TS910887,2018-06-21
L00000049057509,TS922639,2018-06-21
L00000049057510,TS931749,2018-06-21
L00000049057511,TS938916,2018-06-21
L00000049057512,TS942640,2018-06-21
L00000049057513,TS952924,2018-06-21
L00000049057514,TS969622,2018-06-21
L00000049057515,AS055659,2018-06-22
L00000049057516,AS082596,2018-06-22
L00000049057517,AS105107,2018-06-22
L00000049057518,AS115149,2018-06-22
L00000049057519,AS116472,2018-06-22
L00000049057520,AS141460,2018-06-22
L00000049057521,AS152185,2018-06-22
L00000049057522,AS158438,2018-06-22
L00000049057523,AS175707,2018-06-22
L00000049057524,AS211927,2018-06-22
L00000049057525,AS217722,2018-06-22
L00000049057526,AS218636,2018-06-22
L00000049057527,AS220726,2018-06-22
L00000049057528,AS240190,2018-06-22
L00000049057529,AS247467,2018-06-22
L00000049057530,AS275166,2018-06-22
L00000049057531,AS303294,2018-06-22
L00000049057532,AS309101,2018-06-22
L00000049057533,AS369194,2018-06-22
L00000049057534,AS377637,2018-06-22
L00000049057535,AS404579,2018-06-22
L00000049057536,AS430563,2018-06-22
L00000049057537,AS470817,2018-06-22
L00000049057538,AS515861,2018-06-22
L00000049057539,AS531034,2018-06-22
L00000049057540,AS534058,2018-06-22
L00000049057541,AS547635,2018-06-22
L00000049057542,AS550302,2018-06-22
L00000049057543,AS569518,2018-06-22
L00000049057544,AS589687,2018-06-22
L00000049057545,AS603613,2018-06-22
L00000049057546,AS609865,2018-06-22
L00000049057547,AS614421,2018-06-22
L00000049057548,AS618299,2018-06-22
L00000049057549,AS621407,2018-06-22
L00000049057550,AS628722,2018-06-22
L00000049057551,AS637476,2018-06-22
L00000049057552,AS650043,2018-06-22
L00000049057553,AS654830,2018-06-22
L00000049057554,AS660812,2018-06-22
L00000049057555,AS665097,2018-06-22
L00000049057556,AS704643,2018-06-22
L00000049057557,AS708113,2018-06-22
L00000049057558,AS719871,2018-06-22
L00000049057559,AS727718,2018-06-22
L00000049057560,AS736672,2018-06-22
L00000049057561,AS744154,2018-06-22
L00000049057562,AS758226,2018-06-22
L00000049057563,AS790905,2018-06-22
L00000049057564,AS795406,2018-06-22
L00000049057565,AS800531,2018-06-22
L00000049057566,AS811755,2018-06-22
L00000049057567,AS812685,2018-06-22
L00000049057568,AS854424,2018-06-22
L00000049057569,AS860362,2018-06-22
L00000049057570,AS870817,2018-06-22
L00000049057571,AS886872,2018-06-22
L00000049057572,AS890023,2018-06-22
L00000049057573,AS896608,2018-06-22
L00000049057574,AS933597,2018-06-22
L00000049057575,AS942939,2018-06-22
L00000049057576,AS963520,2018-06-22
L00000049057577,AS969133,2018-06-22
L00000049057578,AS984922,2018-06-22
L00000049057579,GD009242,2018-06-22
L00000049057580,GD085038,2018-06-22
L00000049057581,GD112262,2018-06-22
L00000049057582,GD114852,2018-06-22
L00000049057583,GD138948,2018-06-22
L00000049057584,GD141776,2018-06-22
L00000049057585,GD155364,2018-06-22
L00000049057586,GD172092,2018-06-22
L00000049057587,GD181791,2018-06-22
L00000049057588,GD212992,2018-06-22
L00000049057589,GD214739,2018-06-22
L00000049057590,GD230222,2018-06-22
L00000049057591,GD257904,2018-06-22
L00000049057592,GD262737,2018-06-22
L00000049057593,GD280871,2018-06-22
L00000049057594,GD295789,2018-06-22
L00000049057595,GD296025,2018-06-22
L00000049057596,GD306378,2018-06-22
L00000049057597,GD309433,2018-06-22
L00000049057598,GD314208,2018-06-22
L00000049057599,GD318523,2018-06-22
L00000049057600,GD323923,2018-06-22
L00000049057601,GD324324,2018-06-22
L00000049057602,GD332889,2018-06-22
L00000049057603,GD341063,2018-06-22
L00000049057604,GD343618,2018-06-22
L00000049057605,GD370248,2018-06-22
L00000049057606,GD372798,2018-06-22
L00000049057607,GD381952,2018-06-22
L00000049057608,GD382390,2018-06-22
L00000049057609,GD390442,2018-06-22
L00000049057610,GD394435,2018-06-22
L00000049057611,GD428351,2018-06-22
L00000049057612,GD437531,2018-06-22
L00000049057613,GD439332,2018-06-22
L00000049057614,GD477802,2018-06-22
L00000049057615,GD537137,2018-06-22
L00000049057616,GD574177,2018-06-22
L00000049057617,GD608565,2018-06-22
L00000049057618,GD619319,2018-06-22
L00000049057619,GD646501,2018-06-22
L00000049057620,GD671138,2018-06-22
L00000049057621,GD672003,2018-06-22
L00000049057622,GD672303,2018-06-22
L00000049057623,GD700613,2018-06-22
L00000049057624,GD701512,2018-06-22
L00000049057625,GD703244,2018-06-22
L00000049057626,GD749335,2018-06-22
L00000049057627,GD761011,2018-06-22
L00000049057628,GD763297,2018-06-22
L00000049057629,GD788422,2018-06-22
L00000049057630,GD807714,2018-06-22
L00000049057631,GD813654,2018-06-22
L00000049057632,GD844529,2018-06-22
L00000049057633,GD877201,2018-06-22
L00000049057634,GD883603,2018-06-22
L00000049057635,GD892565,2018-06-22
L00000049057636,GD893916,2018-06-22
L00000049057637,GD900956,2018-06-22
L00000049057638,GD913324,2018-06-22
L00000049057639,GD914874,2018-06-22
L00000049057640,GD921810,2018-06-22
L00000049057641,GD964685,2018-06-22
L00000049057642,GD970368,2018-06-22
L00000049057643,GD979485,2018-06-22
L00000049057644,GD991319,2018-06-22
L00000049057645,HD019297,2018-06-22
L00000049057646,HD069655,2018-06-22
L00000049057647,HD069769,2018-06-22
L00000049057648,HD095957,2018-06-22
L00000049057649,HD096953,2018-06-22
L00000049057650,HD113386,2018-06-22
L00000049057651,HD121067,2018-06-22
L00000049057652,HD145501,2018-06-22
L00000049057653,HD147072,2018-06-22
L00000049057654,HD167407,2018-06-22
L00000049057655,HD188491,2018-06-22
L00000049057656,HD206448,2018-06-22
L00000049057657,HD214175,2018-06-22
L00000049057658,HD216701,2018-06-22
L00000049057659,HD218552,2018-06-22
L00000049057660,HD218970,2018-06-22
L00000049057661,HD245568,2018-06-22
L00000049057662,HD252906,2018-06-22
L00000049057663,HD264361,2018-06-22
L00000049057664,HD268516,2018-06-22
L00000049057665,HD277392,2018-06-22
L00000049057666,HD285695,2018-06-22
L00000049057667,HD290947,2018-06-22
L00000049057668,HD291079,2018-06-22
L00000049057669,HD309501,2018-06-22
L00000049057670,HD313841,2018-06-22
L00000049057671,HD316308,2018-06-22
L00000049057672,HD327348,2018-06-22
L00000049057673,HD351414,2018-06-22
L00000049057674,HD359876,2018-06-22
L00000049057675,HD361714,2018-06-22
L00000049057676,HD375116,2018-06-22
L00000049057677,HD457136,2018-06-22
L00000049057678,HD459783,2018-06-22
L00000049057679,HD460027,2018-06-22
L00000049057680,HD478215,2018-06-22
L00000049057681,HD509520,2018-06-22
L00000049057682,HD511288,2018-06-22
L00000049057683,HD555581,2018-06-22
L00000049057684,HD559223,2018-06-22
L00000049057685,HD561717,2018-06-22
L00000049057686,HD571515,2018-06-22
